country,year,happinessrank,happinessscore,gdp,family,lifeexpectancy,freedom,trust,generosity
Switzerland,2015,1,7.587,1.39651,1.34951,0.94143,0.66557,0.41978,0.29678
Iceland,2015,2,7.561,1.30232,1.40223,0.94784,0.62877,0.14145,0.43630
Denmark,2015,3,7.527,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139
Norway,2015,4,7.522,1.45900,1.33095,0.88521,0.66973,0.36503,0.34699
Canada,2015,5,7.427,1.32629,1.32261,0.90563,0.63297,0.32957,0.45811
Finland,2015,6,7.406,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351
Netherlands,2015,7,7.378,1.32944,1.28017,0.89284,0.61576,0.31814,0.47610
Sweden,2015,8,7.364,1.33171,1.28907,0.91087,0.65980,0.43844,0.36262
New Zealand,2015,9,7.286,1.25018,1.31967,0.90837,0.63938,0.42922,0.47501
Australia,2015,10,7.284,1.33358,1.30923,0.93156,0.65124,0.35637,0.43562
Israel,2015,11,7.278,1.22857,1.22393,0.91387,0.41319,0.07785,0.33172
Costa Rica,2015,12,7.226,0.95578,1.23788,0.86027,0.63376,0.10583,0.25497
Austria,2015,13,7.200,1.33723,1.29704,0.89042,0.62433,0.18676,0.33088
Mexico,2015,14,7.187,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074
United States,2015,15,7.119,1.39451,1.24711,0.86179,0.54604,0.15890,0.40105
Brazil,2015,16,6.983,0.98124,1.23287,0.69702,0.49049,0.17521,0.14574
Luxembourg,2015,17,6.946,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034
Ireland,2015,18,6.940,1.33596,1.36948,0.89533,0.61777,0.28703,0.45901
Belgium,2015,19,6.937,1.30782,1.28566,0.89667,0.58450,0.22540,0.22250
United Kingdom,2015,21,6.867,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912
Oman,2015,22,6.853,1.36011,1.08182,0.76276,0.63274,0.32524,0.21542
Venezuela,2015,23,6.810,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841
Singapore,2015,24,6.798,1.52186,1.02000,1.02525,0.54252,0.49210,0.31105
Panama,2015,25,6.786,1.06353,1.19850,0.79661,0.54210,0.09270,0.24434
Germany,2015,26,6.750,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214
Chile,2015,27,6.670,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363
Qatar,2015,28,6.611,1.69042,1.07860,0.79733,0.64040,0.52208,0.32573
France,2015,29,6.575,1.27778,1.26038,0.94579,0.55011,0.20646,0.12332
Argentina,2015,30,6.574,1.05351,1.24823,0.78723,0.44974,0.08484,0.11451
Czech Republic,2015,31,6.505,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686
Uruguay,2015,32,6.485,1.06166,1.20890,0.81160,0.60362,0.24558,0.23240
Colombia,2015,33,6.477,0.91861,1.24018,0.69077,0.53466,0.05120,0.18401
Thailand,2015,34,6.455,0.96690,1.26504,0.73850,0.55664,0.03187,0.57630
Saudi Arabia,2015,35,6.411,1.39541,1.08393,0.72025,0.31048,0.32524,0.13706
Spain,2015,36,6.329,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227
Malta,2015,37,6.302,1.20740,1.30203,0.88721,0.60365,0.13586,0.51752
Taiwan,2015,38,6.298,1.29098,1.07617,0.87530,0.39740,0.08129,0.25376
Kuwait,2015,39,6.295,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228
Suriname,2015,40,6.269,0.99534,0.97200,0.60820,0.59657,0.13633,0.16991
Trinidad and Tobago,2015,41,6.168,1.21183,1.18354,0.61483,0.55884,0.01140,0.31844
El Salvador,2015,42,6.130,0.76454,1.02507,0.67737,0.40350,0.11776,0.10692
Guatemala,2015,43,6.123,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489
Uzbekistan,2015,44,6.003,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837
Slovakia,2015,45,5.995,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893
Japan,2015,46,5.987,1.27074,1.25712,0.99111,0.49615,0.18060,0.10705
South Korea,2015,47,5.984,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557
Ecuador,2015,48,5.975,0.86402,0.99903,0.79075,0.48574,0.18090,0.11541
Bahrain,2015,49,5.960,1.32376,1.21624,0.74716,0.45492,0.30600,0.17362
Italy,2015,50,5.948,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823
Bolivia,2015,51,5.890,0.68133,0.97841,0.53920,0.57414,0.08800,0.20536
Moldova,2015,52,5.889,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951
Paraguay,2015,53,5.878,0.75985,1.30477,0.66098,0.53899,0.08242,0.34240
Kazakhstan,2015,54,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827
Slovenia,2015,55,5.848,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328
Lithuania,2015,56,5.833,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641
Nicaragua,2015,57,5.828,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815
Peru,2015,58,5.824,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982
Belarus,2015,59,5.813,1.03192,1.23289,0.73608,0.37938,0.19090,0.11046
Poland,2015,60,5.791,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759
Malaysia,2015,61,5.770,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075
Croatia,2015,62,5.759,1.08254,0.79624,0.78805,0.25883,0.02430,0.05444
Libya,2015,63,5.754,1.13145,1.11862,0.70380,0.41668,0.11023,0.18295
Russia,2015,64,5.716,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199
Jamaica,2015,65,5.709,0.81038,1.15102,0.68741,0.50442,0.02299,0.21230
North Cyprus,2015,66,5.695,1.20806,1.07008,0.92356,0.49027,0.14280,0.26169
Cyprus,2015,67,5.689,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638
Algeria,2015,68,5.605,0.93929,1.07772,0.61766,0.28579,0.17383,0.07822
Kosovo,2015,69,5.589,0.80148,0.81198,0.63132,0.24749,0.04741,0.28310
Turkmenistan,2015,70,5.548,0.95847,1.22668,0.53886,0.47610,0.30844,0.16979
Mauritius,2015,71,5.477,1.00761,0.98521,0.70950,0.56066,0.07521,0.37744
Hong Kong,2015,72,5.474,1.38604,1.05818,1.01328,0.59608,0.37124,0.39478
Estonia,2015,73,5.429,1.15174,1.22791,0.77361,0.44888,0.15184,0.08680
Indonesia,2015,74,5.399,0.82827,1.08708,0.63793,0.46611,0.00000,0.51535
Vietnam,2015,75,5.360,0.63216,0.91226,0.74676,0.59444,0.10441,0.16860
Turkey,2015,76,5.332,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253
Kyrgyzstan,2015,77,5.286,0.47428,1.15115,0.65088,0.43477,0.04232,0.30030
Nigeria,2015,78,5.268,0.65435,0.90432,0.16007,0.34334,0.04030,0.27233
Bhutan,2015,79,5.253,0.77042,1.10395,0.57407,0.53206,0.15445,0.47998
Azerbaijan,2015,80,5.212,1.02389,0.93793,0.64045,0.37030,0.16065,0.07799
Pakistan,2015,81,5.194,0.59543,0.41411,0.51466,0.12102,0.10464,0.33671
Jordan,2015,82,5.192,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053
Montenegro,2015,82,5.192,0.97438,0.90557,0.72521,0.18260,0.14296,0.16140
China,2015,84,5.140,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185
Zambia,2015,85,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591
Romania,2015,86,5.124,1.04345,0.88588,0.76890,0.35068,0.00649,0.13748
Serbia,2015,87,5.123,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231
Portugal,2015,88,5.102,1.15991,1.13935,0.87519,0.51469,0.01078,0.13719
Latvia,2015,89,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226
Philippines,2015,90,5.073,0.70532,1.03516,0.58114,0.62545,0.12279,0.24991
Somaliland region,2015,91,5.057,0.18847,0.95152,0.43873,0.46582,0.39928,0.50318
Morocco,2015,92,5.013,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172
Macedonia,2015,93,5.007,0.91851,1.00232,0.73545,0.33457,0.05327,0.22359
Mozambique,2015,94,4.971,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269
Albania,2015,95,4.959,0.87867,0.80434,0.81325,0.35733,0.06413,0.14272
Bosnia and Herzegovina,2015,96,4.949,0.83223,0.91916,0.79081,0.09245,0.00227,0.24808
Lesotho,2015,97,4.898,0.37545,1.04103,0.07612,0.31767,0.12504,0.16388
Dominican Republic,2015,98,4.885,0.89537,1.17202,0.66825,0.57672,0.14234,0.21684
Laos,2015,99,4.876,0.59066,0.73803,0.54909,0.59591,0.24249,0.42192
Mongolia,2015,100,4.874,0.82819,1.30060,0.60268,0.43626,0.02666,0.33230
Swaziland,2015,101,4.867,0.71206,1.07284,0.07566,0.30658,0.03060,0.18259
Greece,2015,102,4.857,1.15406,0.92933,0.88213,0.07699,0.01397,0.00000
Lebanon,2015,103,4.839,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854
Hungary,2015,104,4.800,1.12094,1.20215,0.75905,0.32112,0.02758,0.12800
Honduras,2015,105,4.788,0.59532,0.95348,0.69510,0.40148,0.06825,0.23027
Tajikistan,2015,106,4.786,0.39047,0.85563,0.57379,0.47216,0.15072,0.22974
Tunisia,2015,107,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431
Palestinian Territories,2015,108,4.715,0.59867,0.92558,0.66015,0.24499,0.12905,0.11251
Bangladesh,2015,109,4.694,0.39753,0.43106,0.60164,0.40820,0.12569,0.21222
Iran,2015,110,4.686,1.00880,0.54447,0.69805,0.30033,0.05863,0.38086
Ukraine,2015,111,4.681,0.79907,1.20278,0.67390,0.25123,0.02961,0.15275
Iraq,2015,112,4.677,0.98549,0.81889,0.60237,0.00000,0.13788,0.17922
South Africa,2015,113,4.642,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973
Ghana,2015,114,4.633,0.54558,0.67954,0.40132,0.42342,0.04355,0.23087
Zimbabwe,2015,115,4.610,0.27100,1.03276,0.33475,0.25861,0.08079,0.18987
Liberia,2015,116,4.571,0.07120,0.78968,0.34201,0.28531,0.06232,0.24362
India,2015,117,4.565,0.64499,0.38174,0.51529,0.39786,0.08492,0.26475
Sudan,2015,118,4.550,0.52107,1.01404,0.36878,0.10081,0.14660,0.19062
Haiti,2015,119,4.518,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187
Congo (Kinshasa),2015,120,4.517,0.00000,1.00120,0.09806,0.22605,0.07625,0.24834
Nepal,2015,121,4.514,0.35997,0.86449,0.56874,0.38282,0.05907,0.32296
Ethiopia,2015,122,4.512,0.19073,0.60406,0.44055,0.43450,0.15048,0.24325
Sierra Leone,2015,123,4.507,0.33024,0.95571,0.00000,0.40840,0.08786,0.21488
Mauritania,2015,124,4.436,0.45407,0.86908,0.35874,0.24232,0.17461,0.21900
Kenya,2015,125,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542
Djibouti,2015,126,4.369,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093
Armenia,2015,127,4.350,0.76821,0.77711,0.72990,0.19847,0.03900,0.07855
Botswana,2015,128,4.332,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461
Myanmar,2015,129,4.307,0.27108,0.70905,0.48246,0.44017,0.19034,0.79588
Georgia,2015,130,4.297,0.74190,0.38562,0.72926,0.40577,0.38331,0.05547
Malawi,2015,131,4.292,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128
Sri Lanka,2015,132,4.271,0.83524,1.01905,0.70806,0.53726,0.09179,0.40828
Cameroon,2015,133,4.252,0.42250,0.88767,0.23402,0.49309,0.05786,0.20618
Bulgaria,2015,134,4.218,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921
Egypt,2015,135,4.194,0.88180,0.74700,0.61712,0.17288,0.06324,0.11291
Yemen,2015,136,4.077,0.54649,0.68093,0.40064,0.35571,0.07854,0.09131
Angola,2015,137,4.033,0.75778,0.86040,0.16683,0.10384,0.07122,0.12344
Mali,2015,138,3.995,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798
Congo (Brazzaville),2015,139,3.989,0.67866,0.66290,0.31051,0.41466,0.11686,0.12388
Comoros,2015,140,3.956,0.23906,0.79273,0.36315,0.22917,0.19900,0.17441
Uganda,2015,141,3.931,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066
Senegal,2015,142,3.904,0.36498,0.97619,0.43540,0.36772,0.10713,0.20843
Gabon,2015,143,3.896,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822
Niger,2015,144,3.845,0.06940,0.77265,0.29707,0.47692,0.15639,0.19387
Cambodia,2015,145,3.819,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359
Tanzania,2015,146,3.781,0.28520,1.00268,0.38215,0.32878,0.05747,0.34377
Madagascar,2015,147,3.681,0.20824,0.66801,0.46721,0.19184,0.08124,0.21333
Central African Republic,2015,148,3.678,0.07850,0.00000,0.06699,0.48879,0.08289,0.23835
Chad,2015,149,3.667,0.34193,0.76062,0.15010,0.23501,0.05269,0.18386
Guinea,2015,150,3.656,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657
Ivory Coast,2015,151,3.655,0.46534,0.77115,0.15185,0.46866,0.17922,0.20165
Burkina Faso,2015,152,3.587,0.25812,0.85188,0.27125,0.39493,0.12832,0.21747
Afghanistan,2015,153,3.575,0.31982,0.30285,0.30335,0.23414,0.09719,0.36510
Rwanda,2015,154,3.465,0.22208,0.77370,0.42864,0.59201,0.55191,0.22628
Benin,2015,155,3.340,0.28665,0.35386,0.31910,0.48450,0.08010,0.18260
Syria,2015,156,3.006,0.66320,0.47489,0.72193,0.15684,0.18906,0.47179
Burundi,2015,157,2.905,0.01530,0.41587,0.22396,0.11850,0.10062,0.19727
Togo,2015,158,2.839,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681
Denmark,2016,1,7.526,1.44178,1.16374,0.79504,0.57941,0.44453,0.36171
Switzerland,2016,2,7.509,1.52733,1.14524,0.86303,0.58557,0.41203,0.28083
Iceland,2016,3,7.501,1.42666,1.18326,0.86733,0.56624,0.14975,0.47678
Norway,2016,4,7.498,1.57744,1.12690,0.79579,0.59609,0.35776,0.37895
Finland,2016,5,7.413,1.40598,1.13464,0.81091,0.57104,0.41004,0.25492
Canada,2016,6,7.404,1.44015,1.09610,0.82760,0.57370,0.31329,0.44834
Germany,2017,16,6.951,1.48792,1.47252,0.79895,0.56251,0.27673,0.33627
Netherlands,2016,7,7.339,1.46468,1.02912,0.81231,0.55211,0.29927,0.47416
New Zealand,2016,8,7.334,1.36066,1.17278,0.83096,0.58147,0.41904,0.49401
Australia,2016,9,7.313,1.44443,1.10476,0.85120,0.56837,0.32331,0.47407
Sweden,2016,10,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254
Israel,2016,11,7.267,1.33766,0.99537,0.84917,0.36432,0.08728,0.32288
Austria,2016,12,7.119,1.45038,1.08383,0.80565,0.54355,0.21348,0.32865
United States,2016,13,7.104,1.50796,1.04782,0.77900,0.48163,0.14868,0.41077
Costa Rica,2016,14,7.087,1.06879,1.02152,0.76146,0.55225,0.10547,0.22553
Puerto Rico,2016,15,7.039,1.35943,1.08113,0.77758,0.46823,0.12275,0.22202
Germany,2016,16,6.994,1.44787,1.09774,0.81487,0.53466,0.28551,0.30452
Brazil,2016,17,6.952,1.08754,1.03938,0.61415,0.40425,0.14166,0.15776
Belgium,2016,18,6.929,1.42539,1.05249,0.81959,0.51354,0.26248,0.24240
Ireland,2016,19,6.907,1.48341,1.16157,0.81455,0.54008,0.29754,0.44963
Luxembourg,2016,20,6.871,1.69752,1.03999,0.84542,0.54870,0.35329,0.27571
Mexico,2016,21,6.778,1.11508,0.71460,0.71143,0.37709,0.18355,0.11735
Singapore,2016,22,6.739,1.64555,0.86758,0.94719,0.48770,0.46987,0.32706
United Kingdom,2016,23,6.725,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156
Chile,2016,24,6.705,1.21670,0.90587,0.81883,0.37789,0.11451,0.31595
Panama,2016,25,6.701,1.18306,0.98912,0.70835,0.48927,0.08423,0.24180
Argentina,2016,26,6.650,1.15137,1.06612,0.69711,0.42284,0.07296,0.10989
Czech Republic,2016,27,6.596,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929
Uruguay,2016,29,6.545,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056
Malta,2016,30,6.488,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237
Colombia,2016,31,6.481,1.03032,1.02169,0.59659,0.44735,0.05399,0.15626
France,2016,32,6.478,1.39488,1.00508,0.83795,0.46562,0.17808,0.12160
Thailand,2016,33,6.474,1.08930,1.04477,0.64915,0.49553,0.02833,0.58696
Saudi Arabia,2016,34,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457
Taiwan,2016,34,6.379,1.39729,0.92624,0.79565,0.32377,0.06630,0.25495
Qatar,2016,36,6.375,1.82427,0.87964,0.71723,0.56679,0.48049,0.32388
Spain,2016,37,6.361,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665
Algeria,2016,38,6.355,1.05266,0.83309,0.61804,0.21006,0.16157,0.07044
Guatemala,2016,39,6.324,0.83454,0.87119,0.54039,0.50379,0.08701,0.28808
Suriname,2016,40,6.269,1.09686,0.77866,0.50933,0.52234,0.12692,0.16665
Kuwait,2016,41,6.239,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965
Bahrain,2016,42,6.218,1.44024,0.94397,0.65696,0.47375,0.25772,0.17147
Trinidad and Tobago,2016,43,6.168,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935
Venezuela,2016,44,6.084,1.13367,1.03302,0.61904,0.19847,0.08304,0.04250
Slovakia,2016,45,6.078,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837
El Salvador,2016,46,6.068,0.87370,0.80975,0.59600,0.37269,0.10613,0.08877
Malaysia,2016,47,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474
Nicaragua,2016,48,5.992,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773
Uzbekistan,2016,49,5.987,0.73591,1.16810,0.50163,0.60848,0.28333,0.34326
Italy,2016,50,5.977,1.35495,1.04167,0.85102,0.18827,0.02556,0.16684
Ecuador,2016,51,5.976,0.97306,0.85974,0.68613,0.40270,0.18037,0.10074
Belize,2016,52,5.956,0.87616,0.68655,0.45569,0.51231,0.10771,0.23684
Japan,2016,53,5.921,1.38007,1.06054,0.91491,0.46761,0.18985,0.10224
Kazakhstan,2016,54,5.919,1.22943,0.95544,0.57386,0.40520,0.11132,0.15011
Moldova,2016,55,5.897,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997
Russia,2016,56,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736
Poland,2016,57,5.835,1.24585,1.04685,0.69058,0.45190,0.05500,0.14443
South Korea,2016,57,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824
Bolivia,2016,59,5.822,0.79422,0.83779,0.46970,0.50961,0.07746,0.21698
Lithuania,2016,60,5.813,1.26920,1.06411,0.64674,0.18929,0.01820,0.02025
Belarus,2016,61,5.802,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942
North Cyprus,2016,62,5.771,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322
Slovenia,2016,63,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738
Peru,2016,64,5.743,0.99602,0.81255,0.62994,0.37502,0.05292,0.14527
Turkmenistan,2016,65,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567
Mauritius,2016,66,5.648,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951
Libya,2016,67,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087
Latvia,2016,68,5.560,1.21788,0.95025,0.63952,0.27996,0.08890,0.17445
Cyprus,2016,69,5.546,1.31857,0.70697,0.84880,0.29507,0.05228,0.27906
Paraguay,2016,70,5.538,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296
Romania,2016,71,5.528,1.16970,0.72803,0.67602,0.36712,0.00679,0.12889
Estonia,2016,72,5.517,1.27964,1.05163,0.68098,0.41511,0.18519,0.08423
Jamaica,2016,73,5.510,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245
Croatia,2016,74,5.488,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434
Hong Kong,2016,75,5.458,1.51070,0.87021,0.95277,0.48079,0.31647,0.40097
Somalia,2016,76,5.440,0.00000,0.33613,0.11466,0.56778,0.31180,0.27225
Kosovo,2016,77,5.401,0.90145,0.66062,0.54000,0.14396,0.06547,0.27992
Turkey,2016,78,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707
Indonesia,2016,79,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521
Jordan,2016,80,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262
Azerbaijan,2016,81,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.05640
Philippines,2016,82,5.279,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674
China,2016,83,5.245,1.02780,0.79381,0.73561,0.44012,0.02745,0.04959
Bhutan,2016,84,5.196,0.85270,0.90836,0.49759,0.46074,0.16160,0.48546
Kyrgyzstan,2016,85,5.185,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432
Serbia,2016,86,5.177,1.03437,0.81329,0.64580,0.15718,0.04339,0.20737
Bosnia and Herzegovina,2016,87,5.163,0.93383,0.64367,0.70766,0.09511,0.00000,0.29889
Montenegro,2016,88,5.161,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191
Dominican Republic,2016,89,5.155,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286
Morocco,2016,90,5.151,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053
Hungary,2016,91,5.145,1.24142,0.93164,0.67608,0.19770,0.04472,0.09900
Pakistan,2016,92,5.132,0.68816,0.26135,0.40306,0.14622,0.13880,0.31185
Lebanon,2016,93,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693
Portugal,2016,94,5.123,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691
Macedonia,2016,95,5.121,1.01930,0.78236,0.64738,0.27668,0.07047,0.23507
Vietnam,2016,96,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075
Somaliland Region,2016,97,5.057,0.25558,0.75862,0.33108,0.39130,0.36794,0.51479
Tunisia,2016,98,5.045,0.97724,0.43165,0.59577,0.23553,0.08170,0.03936
Greece,2016,99,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0.00000
Tajikistan,2016,100,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998
Mongolia,2016,101,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539
